"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"is.js","/home/marczinusd/dev/moment/src/locale/is.js","6","10","124","77.08333333333333","f575899a-5e21-432e-89d5-79ea7a3c2305",""
"it.js","/home/marczinusd/dev/moment/src/locale/it.js","7","10","62","90.9090909090909","31f32713-a656-4538-aab8-af264ac8deb6",""
"et.js","/home/marczinusd/dev/moment/src/locale/et.js","4","8","73","100","9a8ec755-63d7-454a-b70b-67af81b2ea71",""
"id.js","/home/marczinusd/dev/moment/src/locale/id.js","3","6","75","100","5f587f3a-dfe7-47b2-a8fd-b5a0d11528f1",""
"hi.js","/home/marczinusd/dev/moment/src/locale/hi.js","3","8","116","100","e6396875-fe5d-4e68-a921-f23beccc3912",""
"af.js","/home/marczinusd/dev/moment/src/locale/af.js","4","9","64","100","bc2260b7-d0b1-4950-a2b0-a5a230f2f556",""
"gom-latn.js","/home/marczinusd/dev/moment/src/locale/gom-latn.js","3","4","114","100","3c47cc07-3b13-4e50-8f1f-1c774fb3a60d",""
"ms-my.js","/home/marczinusd/dev/moment/src/locale/ms-my.js","4","8","75","100","ff33292c-8aa9-46ec-8c02-6508be154fca",""
"jv.js","/home/marczinusd/dev/moment/src/locale/jv.js","4","6","74","100","47c9f5f2-4468-477d-9e9b-4a23db77affd",""
"lv.js","/home/marczinusd/dev/moment/src/locale/lv.js","6","12","90","100","7a3acfef-8d3d-4b94-b88b-d376de7ec8d2",""
"zh-cn.js","/home/marczinusd/dev/moment/src/locale/zh-cn.js","10","14","102","91.17647058823529","a9726669-f66a-4769-bab1-7825ec8a090f",""
"sk.js","/home/marczinusd/dev/moment/src/locale/sk.js","5","10","149","89.1304347826087","8f1b3fda-b1bc-476f-819b-32601e81a2c2",""
"de.js","/home/marczinusd/dev/moment/src/locale/de.js","6","12","69","100","248ff8b6-8733-4647-b166-66dd48a36f29",""
"ar.js","/home/marczinusd/dev/moment/src/locale/ar.js","4","13","128","100","7c11a9f0-5e84-4092-ba89-dd652a7b546a",""
"mt.js","/home/marczinusd/dev/moment/src/locale/mt.js","1","2","51","100","b791a6c0-cf44-40f0-a761-b14519a1eb31",""
"ar-tn.js","/home/marczinusd/dev/moment/src/locale/ar-tn.js","3","8","51","100","610c4f5b-e652-4fb9-a20c-13308a6a40c8",""
"br.js","/home/marczinusd/dev/moment/src/locale/br.js","5","10","100","96.66666666666667","886a86e8-e785-4a76-9b57-fbcb09de76f6",""
"ar-dz.js","/home/marczinusd/dev/moment/src/locale/ar-dz.js","2","3","51","100","bda331ea-3622-4470-891b-b2bfd8dc2517",""
"eu.js","/home/marczinusd/dev/moment/src/locale/eu.js","4","9","58","100","24604188-df60-4b68-a463-aa91a5bde2e7",""
"be.js","/home/marczinusd/dev/moment/src/locale/be.js","5","10","126","96.42857142857143","05a790a1-fdb4-4057-be2e-a466614e3326",""
"sr.js","/home/marczinusd/dev/moment/src/locale/sr.js","6","12","102","95.65217391304348","59e180fd-f153-44ba-aaa7-8eb501177d35",""
"uz-latn.js","/home/marczinusd/dev/moment/src/locale/uz-latn.js","2","3","50","100","8a793e4c-1c75-43b3-b624-12644d4a7a31",""
"es.js","/home/marczinusd/dev/moment/src/locale/es.js","9","19","83","100","0b8fb5b8-c494-44cf-99a9-e4bd2211be45",""
"fa.js","/home/marczinusd/dev/moment/src/locale/fa.js","5","10","98","100","9aa21729-1700-4907-982b-3c5385927b65",""
"es-us.js","/home/marczinusd/dev/moment/src/locale/es-us.js","4","5","74","100","57ca1eb1-e493-4094-8628-5a4f170bee51",""
"nb.js","/home/marczinusd/dev/moment/src/locale/nb.js","6","11","55","100","52255be6-f53f-4108-83d9-3db8bbdc3de0",""
"nl.js","/home/marczinusd/dev/moment/src/locale/nl.js","7","14","80","100","a72bd8dd-84af-4812-b166-603e5f752d7b",""
"es-do.js","/home/marczinusd/dev/moment/src/locale/es-do.js","6","8","83","100","b70eec14-081d-451a-a12f-7c4bdc9d17dc",""
"en-au.js","/home/marczinusd/dev/moment/src/locale/en-au.js","5","12","59","100","2068ac04-42f0-4078-b9df-ed5bdd875d3d",""
"ne.js","/home/marczinusd/dev/moment/src/locale/ne.js","4","10","115","100","8404209d-96a5-42d1-9aa8-a504b1c11694",""
"fy.js","/home/marczinusd/dev/moment/src/locale/fy.js","5","12","67","100","5d2cab33-7189-4a42-8aed-7bc15554e029",""
"ja.js","/home/marczinusd/dev/moment/src/locale/ja.js","7","10","72","94.73684210526316","105e2bd5-aae3-444f-9a2a-fb3aeb81a41b",""
"te.js","/home/marczinusd/dev/moment/src/locale/te.js","4","6","80","100","961f460f-5cbd-4de5-8148-140e706d7714",""
"hy-am.js","/home/marczinusd/dev/moment/src/locale/hy-am.js","5","10","87","100","9a7cd633-dd1a-4ae7-bf22-df836100bf14",""
"pa-in.js","/home/marczinusd/dev/moment/src/locale/pa-in.js","3","4","116","100","d164f9ca-ab3d-4928-94c3-21fc967e3a50",""
"my.js","/home/marczinusd/dev/moment/src/locale/my.js","3","9","87","100","60cb28d8-9bdf-4e4a-be83-14cf899f3600",""
"zh-hk.js","/home/marczinusd/dev/moment/src/locale/zh-hk.js","5","7","96","96.55172413793103","2911bd10-4ead-4819-8c14-ef025fda4727",""
"cv.js","/home/marczinusd/dev/moment/src/locale/cv.js","4","8","54","100","bedcaea5-daa5-481b-9109-ff18216ed7da",""
"se.js","/home/marczinusd/dev/moment/src/locale/se.js","4","5","52","100","ff88a119-8d57-4bb6-8183-c0520bb6c1f5",""
"hr.js","/home/marczinusd/dev/moment/src/locale/hr.js","7","14","145","76.92307692307692","8c563a15-4494-42ec-8a4b-1cd43549a090",""
"de-at.js","/home/marczinusd/dev/moment/src/locale/de-at.js","6","12","70","100","bdda982a-585f-417d-acc2-f9b7b74e525c",""
